IncidentNum,DateTime,Lat,Lon,Address,IncidentType,ActionTaken,Remarks
2021000007502,10/02/2021 20:01,42.4853795,-71.2610412,"349 Great Rd, Bedford, MA 01730, USA",Disturbance,Checked Area," Received a call from a party reporting a verbal disturbance at the Bedford Gulf, 349 The Great Road. Car11 Kennedy  and Car5 Lavine dispatched. Car4 Sgt. Saunders also responding. The RP stated male and female both white, 20's.  female party carrying a purse. Car4 Sgt. Saunders reports cars will be clear, no one came forward, and everything is  calm at this time. "
2021000007503,10/02/2021 20:34,42.485583,-71.2606004,"340 Great Rd, Bedford, MA 01730, USA",911 - Hangup or Abandonded,Checked Area," Received a 911 accidental call from the front desk at the Bedford Plaza Hotel,  340 The Great Road. Car11 Kennedy  dispatched. Officer Kennedy spoke to the caller at the front desk who dialed in error, no emergencies. "
2021000007504,10/02/2021 20:36,42.4938956,-71.2524564,"12 Wilson Rd, Bedford, MA 01730, USA",911 - Hangup or Abandonded,Spoken To," Received a wireless 911 accidental call from a party at 12 Wilson Road. Caller reports it was an accident, confirmed  no emergency. "
2021000007505,10/02/2021 20:38,42.4902431,-71.2741501,"168 Great Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2021000007506,10/02/2021 21:06,42.4909329,-71.2774678,"133 Great Rd, Bedford, MA 01730, USA",MV Stop,Warning - Written, No dispatcher remarks listed. 
2021000007508,10/02/2021 21:17,42.4817326,-71.2575685,"Great Rd & Masardis St, Bedford, MA 01730, USA",MV Stop,Warning - Written, 1zrf95 
2021000007509,10/02/2021 21:22,42.485583,-71.2606004,"340 Great Rd, Bedford, MA 01730, USA",Serve Court Documents,Checked Area," Received a call from an electronic monitoring for Commonwealth of Massachusetts Probation/ Parole Department  that an electric monitoring bracelet was cut and its last known address was behind the Bedford Plaza Hotel, 340 The  Great Road at 20:49. Car3 Weisenborn and Car5 Lavine dispatched to the area. Officers checked the area with  negative results. Commonwealth of Massachusetts Trial Court was notified at 21:57. "
2021000007512,10/02/2021 23:46,42.4872924,-71.2756582,"53 Loomis St, Bedford, MA 01730, USA",Noise Complaint,Nothing Found," Received an anonymous report of a loud party at 53 Loomis Street, Car3 Weisenborn and Car4 Sgt Saunders  responding. Officers checked the area and report no parties going on and only 1 car in the drive way at 53 Loomis  Street. "
2021000007513,10/03/2021 00:14,42.4913661,-71.2737789,"160 Great Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2021000007514,10/03/2021 00:19,42.5043073,-71.2526884,"16 Meadowbrook Rd, Bedford, MA 01730, USA",Directed Patrol,Checked Area, Car3 Weisenborn reports check of 16 Meadowbrook Road. 
2021000007515,10/03/2021 02:21,42.5010995,-71.2590226,"100 Old Billerica Rd, Bedford, MA 01730, USA",Check Well Being,For Log Only," 911 call from a party at the Carleton Willard who can't get ahold of nursing staff, Carleton Willard Staff notified and  will handle. "
2021000007516,10/03/2021 04:06,42.4850841,-71.3148659,"28 Bonair Ave, Bedford, MA 01730, USA",Assist Fire Department,Fire Incident - Closed FC," 911 call from 28 Bonair Ave requesting a lift assist, Medic2 and Car11 Kennedy dispatched. Medic2 assisted the  resident. "
2021000007517,10/03/2021 04:10,42.5027767,-71.2737209,"200 Springs Rd, Bedford, MA 01730, USA",Ambulance,Fire Incident - Closed FC," 911 call from the VA reporting a medical in building 62B E3, Squad1, and Billerica P150 dispatched. VA PD  responding. Billerica P150 transporting 1 to Lahey. "
2021000007518,10/03/2021 04:39,42.4856801,-71.2967398,"198 Concord Rd, Bedford, MA 01730, USA",Animal Call,DPW Notified," Car11 Kennedy located a deer that had been struck by a MV at 198 Concord Road, DPW notified by email. "
2021000007519,10/03/2021 06:52,42.48566,-71.2770734,"122 South Rd, Bedford, MA 01730, USA",Alarm Commercial,False Alarm," Lexington Alarm reports a commercial alarm activation at Leary Auto Repair, 122 South Road. The alarm is for the  side entry door. Car5 Lavine and Car8 Hunt dispatched. Officer Lavine reports accidental activation by a friend of the  owner. "
2021000007520,10/03/2021 06:59,42.485583,-71.2606004,"340 Great Rd, Bedford, MA 01730, USA",Serve Court Documents,No Contact," Warrant of Apprehensioin was received via fax for Titus Coleman, who may be at the Bedford Plaza Hotel.  Car5  Lavine dispatched. Officer Lavine reports this party is not a guest at the Hotel. "
2021000007521,10/03/2021 08:26,42.4882183,-71.2681218,"MA-4 & Brooksbie Rd, Bedford, MA 01730, USA",By-Law Violation,Spoken To, Bedford resident reports there is a construction crew building a house at 4 Brooksbie Road on Sunday. Car5 Lavine  dispatched. Officer Lavine spoke with the employees and advised them of the town by-law. They are stopping work  for the day. 
2021000007522,10/03/2021 09:50,42.485583,-71.2606004,"340 Great Rd, Bedford, MA 01730, USA",Ambulance,Fire Incident - Closed FC, 911 call from guest of room 307 requesting an ambulance for a medical problem. He reports he is outside at this  time. Car5 Lavine dispatched. Bedford E-3 and Medic-2 responding. Car4 Sgt Barbieri also responded. Medic-2  transported to Lahey. 
2021000007523,10/03/2021 12:03,42.4742959,-71.272874,"45 Liberty Rd, Bedford, MA 01730, USA",Suspicious MV or Pers,Spoken To," Resident of Liberty Road reports there is a Tesla that has been parked between 43 and 45 for a week. No one in the  neighborhood knows who owns this MV. Car8 Hunt dispatched. Officer Hunt located MA reg EV3643, the registered  owner lives on South Road. Officer Hunt spoke with the reg/own and he will move this MV. Relayed the info to the  caller. "
2021000007524,10/03/2021 12:35,42.5027767,-71.2737209,"200 Springs Rd 2 b, Bedford, MA 01730, USA",Ambulance,Fire Incident - Closed FC," 911 call from nurse at the VA Hospital, building 2-B on the 3rd floor requesting ambulance for medical problem. VA  PD notified. Bedford Squad-1 and Medic-2 responding. Medic-2 transported to Lahey. "
2021000007525,10/03/2021 13:14,42.486266,-71.312687,"Riverside Ave & Davis Rd, Bedford, MA 01730, USA",Property - Any L/F/R,Spoken To," Davis Road resident into station with a wallet he found on Riverside Avenue. Car8 Hunt dispatched. Officer Hunt was  able to speak with this party's brother, who will come to the station to pick it up for her today. "
2021000007526,10/03/2021 14:36,42.5027767,-71.2737209,"200 Springs Rd, Bedford, MA 01730, USA",Ambulance,Fire Incident - Closed FC, Received a 911 call from the VA Hospital requesting an ambulance to Bldg-2B for a medical. Sqd-1 and Medic-2  dispatched. Medic-2 transported. 
2021000007527,10/03/2021 16:10,42.4777668,-71.2681874,"57 Neillian St, Bedford, MA 01730, USA",Assist Fire Department,Fire Incident - Closed FC, Call into fire headquarters requesting assistance with a lock out at 57 Neillian St.  Squad 1 responding. Resident was  let back in the home. 
2021000007528,10/03/2021 16:42,42.5027767,-71.2737209,"200 Springs Rd, Bedford, MA 01730, USA",Check Well Being,Notification, Received a wireless 911 open line call from Bldg 82 at the VA Hospital. The VA PD was notified and will  handle. 
2021000007529,10/03/2021 17:13,42.5043073,-71.2526884,"16 Meadowbrook Rd, Bedford, MA 01730, USA",Directed Patrol,Nothing Found, Car3-Weisenborn conducted a directed patrol of 16 Meadowbrook Road. All is in order. 
2021000007530,10/03/2021 17:57,42.5113504,-71.2372441,"Thompson Farm & Middlesex Turnpike, Bedford, MA 01730, USA",MV Violation,Report, Car3-Weisenborn conducted a motor vehicle stop on Middlesex Turnpike. Ma/Reg: 6YG928. See report. 
2021000007531,10/03/2021 18:26,42.4727739,-71.2747508,"386 South Rd, Bedford, MA 01730, USA",Directed Patrol,Nothing Found, Car5-Lavine conducted a directed patrol of the South Road Soccer Field. All is in order. 
2021000007532,10/03/2021 19:08,42.4817326,-71.2575685,"Great Rd & Masardis St, Bedford, MA 01730, USA",MV Stop,Warning - Written, 3LBH51 
2021000007534,10/03/2021 21:05,42.485583,-71.2606004,"340 Great Rd #317, Bedford, MA 01730, USA",911 - Hangup or Abandonded,Spoken To, Received a 911 hang up call from the Bedford Plaza Hotel. The clerk reported that the guest in Room 317 dialed in  error. Car5-Lavine dispatched. Ofc. Lavine confirmed that there is no emergency. 
2021000007535,10/03/2021 21:30,42.4886579,-71.269875,"Great Rd & Walsh Rd, Bedford, MA 01730, USA",Arrest,Report," Car 3 Officer Weisenborn calls off on a MV stop at Great Rd and Walsh Rd.   The operator of the vehicle, Ventura  Sosof- Cumatz, was placed under arrest and transported back to the station. Mal's notified for a tow.  See report. "
2021000007536,10/03/2021 22:28,42.485583,-71.2606004,"340 Great Rd, Bedford, MA 01730, USA",Check Well Being,Spoken To," Received an accidental wireless 911 call from 340 The Great Rd, The Bedford Plaza Hotel.  Caller reports it was  accidental, no emergencies. "
2021000007538,10/03/2021 23:19,42.49368,-71.2837552,"4 Great Rd, Bedford, MA 01730, USA",Ambulance,Fire Incident - Closed FC, Received a 911 call from 4 The Great Road requesting EMS for a medical. Squad1 and Medic2 responding. Car11  Kennedy dispatched. Medic2 transported one to Emerson Hospital. 
2021000007539,10/04/2021 00:25,42.4945093,-71.2861449,"30 North Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2021000007540,10/04/2021 00:33,42.485404,-71.3098898,"410 Davis Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2021000007541,10/04/2021 00:49,42.5088847,-71.2362839,"44 Middlesex Turnpike, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2021000007542,10/04/2021 03:05,42.4924125,-71.2723388,"10 Bedford Village J, Bedford, MA 01730, USA",Noise Complaint,Spoken To," Received a call from 10 Bedford Village, Apt. F reporting the resident in Apt. J is playing loud music and keeps  connecting her music to his bluetooth sound bar in the middle of the night. The RP stated that this in an ongoing  issue and has just started again now that she is back from being a way for a few weeks.  Car11 Kennedy dispatched  to the area. Car3 Weisenborn also responding. Officers spoke to the resident in Apt. J of the complaint and on how  thin the walls are. She relayed she will lower the music. "
2021000007543,10/04/2021 07:59,42.5199945,-71.2867873,"North Rd & Appletree Ln, Bedford, MA 01730, USA",Directed Patrol,No Enforcement Action Taken, Car2-Isnor monitored the bus stop on North Road at Appletree Lane. No violations. 
2021000007544,10/04/2021 08:41,42.4872086,-71.2646468,"Great Rd & Elmbrook Rd, Bedford, MA 01730, USA",Directed Patrol,No Enforcement Action Taken, Car11-Lavine monitored the bus stop on The Great Road at Elmbrook Road. No violations. 
2021000007545,10/04/2021 10:39,42.4945093,-71.2861449,"30 North Rd, Bedford, MA 01730, USA",Ambulance,Fire Incident - Closed FC," Received a wireless 911 call from a party outside of the Bedford Motel, 90 North Road requesting an ambulance for a  medical. Squad 1, Medic 2, Car 2 Isnor dispatched. Medic 2 obtained a signed patient refusal. "
2021000007546,10/04/2021 11:14,42.4917363,-71.2802519,"15 Elm St, Bedford, MA 01730, USA",Ambulance,Gone On Arrival," Walk-in to Fire Headquarters reporting a man in the area of 15 Elm Street who appears to be intoxicated.  Car11-Lavine, Sqd-1 and Medic-2 dispatched. The FD reports no one was located in the area. "
2021000007547,10/04/2021 11:29,42.497756,-71.2739917,"Springs Rd & Pine Hill Rd, Bedford, MA 01730, USA",MV Disabled,Gone On Arrival, Received a call from the VAPD reporting a disabled motor vehicle on Springs Road near the 4-way stop. Car2-Isnor  dispatched. Ofc. Isnor reports the vehicle in question the left the area prior to his arrival. 
2021000007548,10/04/2021 11:33,42.484813,-71.2598811,"358 Great Rd, Bedford, MA 01730, USA",911 - Hangup or Abandonded,Spoken To," Recieved an accidental wireless 911 call from the area of 358 Great Road, caller confirmed no emergency. "
2021000007549,10/04/2021 11:47,42.501858,-71.2843841,"North Rd & Lane Farm Dr, Bedford, MA 01730, USA",MV Disabled,Spoken To, Received a call reporting a disabled motor vehicle on Lane Farm Drive at North Road. Car2-Isnor dispatched. Ofc.  Isnor spoke with the operator of Ma/Reg: 1NMY54. He is off to the side and has a tow on the way. 
2021000007550,10/04/2021 12:18,42.5002623,-71.2582983,"205 Badger Terrace #125, Bedford, MA 01730, USA",Ambulance,Fire Incident - Closed FC," Received a 911 call from a nurse at Carlton Willard Village in the Lusac Lodge in room 125 requesting an ambulance  for a medical. Squad 1, Medic 2, Car 3 Martin dispatched. Medic 2 transported one to Lahey. 3.7 Miles. "
2021000007551,10/04/2021 12:24,42.4856938,-71.2613661,"331 Great Rd, Bedford, MA 01730, USA",911 - Hangup or Abandonded,Spoken To," Recieved an accidental wireless 911 call from a party at Jiffy Lube, 331 The Great Road. Caller confirmed no  emergency. "
2021000007552,10/04/2021 12:27,42.4856938,-71.2613661,"331 Great Rd, Bedford, MA 01730, USA",911 - Hangup or Abandonded,Spoken To," Received an accidental wireless 911 call from a party at Jiffy Lube, 331 The Great Road. Caller confirmed no  emergency. "
2021000007553,10/04/2021 13:45,42.4903242,-71.2644287,"25 Brooksbie Rd, Bedford, MA 01730, USA",Assist Fire Department,Fire Incident - Closed FC," Received a 911 call reporting a smoke detector activation with no smoke or fire in the house. Car3-Martin and  Engine-3 dispatched. FD reports a faulty detector, no fire problem. "
2021000007554,10/04/2021 14:27,42.48656,-71.27661,"Loomis St & Hartford St, Bedford, MA 01730, USA",MV Stop,Warning - Verbal, No dispatcher remarks listed. 
2021000007555,10/04/2021 15:10,42.4727739,-71.2747508,"386 South Rd, Bedford, MA 01730, USA",Suspicious MV or Pers,Spoken To," Received a call reporting a box  truck that has been parked at the South Rd Soccer Field all day. Caller reported the  truck was unoccupied and she has not seen anyone around it. Car 11 Kennedy dispatched. Officer Kennedy reported  this was a moving truck, all was in order, he spoke to the operator and he moved the truck. "
2021000007556,10/04/2021 16:29,42.4851486,-71.2601131,"346 Great Rd, Bedford, MA 01730, USA",MV Stop,Warning - Written, No dispatcher remarks listed. 
2021000007557,10/04/2021 16:38,42.4963958,-71.2857969,"44 North Rd, Bedford, MA 01730, USA",Property - Any L/F/R,Report," Received a call from an employee at Northside Market and Liquors, 44 North Rd for a found wallet.  Car 11 Officer  Kennedy reports off at the location, prior to dispatching.  See Officer Kennedy's report. "
2021000007558,10/05/2021 00:11,42.4945093,-71.2861449,"30 North Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2021000007559,10/05/2021 00:28,42.4957654,-71.2849153,"39 North Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
